"Item Code","Item Group","Default Unit of Measure","Standard Selling Rate","ID (Barcodes)","Barcode (Barcodes)","Barcode Type (Barcodes)","UOM (Barcodes)","Colour (Variant Attributes)","Attribute Value (Variant Attributes)","Default Warehouse (Item Defaults)"
"","","","","","","","","","70 X 200",""
"EMB-HIJ-SIN","Embroidery","Size",0.0,"n4flqs1bn6","620948","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"EMI-HIJ-SIN-NYB-MEA","Emirati Rib","Size",200.0,"mtudolsq6k","1109480739","CODE-39","Size","","Navy Blue","Stores - BAE"
"","","","","","","","","","70 X 200",""
"EMI-HIJ-SIN-YEL-MEA","Emirati Rib","Size",200.0,"mtu53v5a91","1109482839","CODE-39","Size","","Yellow","Stores - BAE"
"","","","","","","","","","70 X 200",""
"EMI-HIJ-SIN-LBR-MEA","Emirati Rib","Size",200.0,"mtv3v2g3pq","1109484839","CODE-39","Size","","Light Brown","Stores - BAE"
"","","","","","","","","","70 X 200",""
"EMI-HIJ-SIN-LBL-MEA","Emirati Rib","Size",200.0,"mtvuntvgkb","1109480639","CODE-39","Size","","Light Blue","Stores - BAE"
"","","","","","","","","","70 X 200",""
"EMI-HIJ-SIN-GRE-MEA","Emirati Rib","Size",200.0,"mu09p5gjic","1109480039","CODE-39","Size","","Green","Stores - BAE"
"","","","","","","","","","70 X 200",""
"EMI-HIJ-SIN-DBR-MEA","Emirati Rib","Size",200.0,"mu0shofjql","1109484039","CODE-39","Size","","Dark Brown","Stores - BAE"
"","","","","","","","","","70 X 200",""
"EMI-HIJ-SIN-CHG-MEA","Emirati Rib","Size",200.0,"mu181ujjs6","1109488039","CODE-39","Size","","Charcoal Grey","Stores - BAE"
"","","","","","","","","","70 X 200",""
"EMI-HIJ-SIN-BLK-MEA","Emirati Rib","Size",200.0,"mu1ac3j57o","1109481939","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","70 X 200",""
"EMI-HIJ-SIN","Emirati Rib","Size",200.0,"mu2cu69596","110948","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"SAT-HAJ-SIN","Satin Hijabs","Size",120.0,"mvd8une5g2","668548","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"CRI-HIJ-SIN-SYE-MEA","Premium Chiffon","Size",120.0,"n025k2gkbp","2409483339","CODE-39","Size","","Sunshine Yello","Stores - BAE"
"","","","","","","","","","70 X 200",""
"CRI-HIJ-SIN-ROB-MEA","Premium Chiffon","Size",120.0,"n02hd633ga","2409488139","CODE-39","Size","","Royal Blue","Stores - BAE"
"","","","","","","","","","70 X 200",""
"CRI-HIJ-SIN","Premium Chiffon","Size",120.0,"n02d2r7q57","240948","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"NAW-ABA-SET","Co-Ords Abaya Sets","Size",650.0,"n0n3efoe28","821878","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"FEE-ABA-SET","Co-Ords Abaya Sets","Size",650.0,"n16q1m300l","601878","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"DUJ-HIJ-SIN","Premium Duja Al Lail Hijabs","Size",0.0,"n4m80uold8","410948","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"INA-ABA-DRE-STG-M","Dresses","Size",600.0,"mtej97n3tr","6218973277","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","M - 56",""
"INA-ABA-DRE-STG-S","Dresses","Size",600.0,"mtdq5efpk0","6218973283","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALE-THR-SET-BLB-L","Casual Throws","Size",700.0,"ns0iqa3ch6","7674785676","CODE-39","Size","","Blue and Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALE-THR-SET-BLB-M","Casual Throws","Size",700.0,"ns0ptcgqcj","7674785677","CODE-39","Size","","Blue and Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALE-THR-SET-BLB-S","Casual Throws","Size",700.0,"nrv42rrnpp","7674785683","CODE-39","Size","","Blue and Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALE-THR-SET-CRB-L","Casual Throws","Size",700.0,"nrvp9lenlr","7674787576","CODE-39","Size","","Cream and Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALE-THR-SET-CRB-M","Casual Throws","Size",700.0,"nrujqj6n83","7674787577","CODE-39","Size","","Cream and Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALE-THR-SET-CRB-S","Casual Throws","Size",700.0,"nrus9avccv","7674787583","CODE-39","Size","","Cream and Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALE-THR-SET","Casual Throws","Size",700.0,"nv2tlsvai9","767478","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"BAY-SCR-HAI-ACC-ITE","Ladies Essentials","Size",25.0,"npc35s3f8r","8458783508","CODE-39","Size","","","Durban Store - BAE"
"ALM-BIS-SIN-STA-L","Bisht / Open Front Throws","Size",1595.0,"nubolgrlg6","3266489076","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALM-BIS-SIN-STA-M","Bisht / Open Front Throws","Size",1595.0,"nuaa3ouvat","3266489077","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALM-BIS-SIN-STA-S","Bisht / Open Front Throws","Size",1595.0,"nua0c811ds","3266489083","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALM-BIS-SIN","Bisht / Open Front Throws","Size",1595.0,"o2ugu6292g","326648","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"SOF-ABA-SIN","Bayt Affordables","Size",650.0,"o754prl5uq","101848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"MAR-ABA-SIN-LMG-L","Abayas","Size",550.0,"mlgrm5hko9","4618480476","CODE-39","Size","","Light Mint Green","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAR-ABA-SIN-EMG-L","Abayas","Size",550.0,"mled036fn7","4618489776","CODE-39","Size","","Emerald Green","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAR-ABA-SIN-LMG-M","Abayas","Size",550.0,"mlghuf3bdq","4618480477","CODE-39","Size","","Light Mint Green","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAR-ABA-SIN-EMG-M","Abayas","Size",550.0,"mlfecs83tp","4618489777","CODE-39","Size","","Emerald Green","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAR-ABA-SIN-LMG-S","Abayas","Size",550.0,"mlh7os0419","4618480483","CODE-39","Size","","Light Mint Green","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAR-ABA-SIN-EMG-S","Abayas","Size",550.0,"mlflrdm3bg","4618489783","CODE-39","Size","","Emerald Green","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAR-ABA-SIN","Abayas","Size",550.0,"mliinr6985","461848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"TAH-AOG-SIN-STA-XL","Aswad Classic Colour Collection","Size",1595.0,"np0ro5l1kd","8399489016","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","XL - 60",""
"TAH-AOG-SIN-STA-L","Aswad Classic Colour Collection","Size",1595.0,"novl6bhucp","8399489076","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","L - 58",""
"TAH-AOG-SIN-STA-M","Aswad Classic Colour Collection","Size",1595.0,"nov28orggl","8399489077","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","M - 56",""
"TAH-AOG-SIN-STA-S","Aswad Classic Colour Collection","Size",1595.0,"np0ee8hen8","8399489083","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","S - 54",""
"TAH-AOG-SIN-STA-XS","Aswad Classic Colour Collection","Size",1595.0,"np1vf5fdls","8399489037","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","XS - 52",""
"TAH-AOG-SIN","Aswad Classic Colour Collection","Size",1595.0,"np1up3upvr","839948","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALM-ABA-SET","Glitz n Glam Abayas","Size",1100.0,"mojk5ccj5j","321878","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"NUS-ABA-SIN-STA-L","Aswad Classic Colour Collection","Size",1950.0,"nute9su0c4","1418489076","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","L - 58",""
"NUS-ABA-SIN-STA-M","Aswad Classic Colour Collection","Size",1950.0,"nut7d89ajn","1418489077","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","M - 56",""
"NUS-ABA-SIN-STA-S","Aswad Classic Colour Collection","Size",1950.0,"nus52svgsr","1418489083","CODE-39","Size","","Standard","Stores - BAE"
"","","","","","","","","","S - 54",""
"NUS-ABA-SIN","Aswad Classic Colour Collection","Size",1950.0,"o62touf5as","141848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"AQS-ABA-SET","Co-Ords Abaya Sets","Size",700.0,"o3crq76rol","891878","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ASW-COL-SET","Ladies","Size",180.0,"o42hm1fch6","233678","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"SAK-COM-SET-MBR-XL","Co-Ords Abaya Sets","Size",700.0,"nr3jtn8tou","0343784916","CODE-39","Size","","Mocha Brown","Stores - BAE"
"","","","","","","","","","XL - 60",""
"SAK-COM-SET-CAM-XL","Co-Ords Abaya Sets","Size",700.0,"nr4gmrlok3","0343780116","CODE-39","Size","","Camel","Stores - BAE"
"","","","","","","","","","XL - 60",""
"SAK-COM-SET-BOR-XL","Co-Ords Abaya Sets","Size",700.0,"nr636rit1h","0343787716","CODE-39","Size","","Burnt Orange","Stores - BAE"
"","","","","","","","","","XL - 60",""
"SAK-COM-SET-MBR-L","Co-Ords Abaya Sets","Size",700.0,"nre97tu1rt","0343784976","CODE-39","Size","","Mocha Brown","Stores - BAE"
"","","","","","","","","","L - 58",""
"SAK-COM-SET-CAM-L","Co-Ords Abaya Sets","Size",700.0,"nrfe949vso","0343780176","CODE-39","Size","","Camel","Stores - BAE"
"","","","","","","","","","L - 58",""
"SAK-COM-SET-BOR-L","Co-Ords Abaya Sets","Size",700.0,"nrh72arr7k","0343787776","CODE-39","Size","","Burnt Orange","Stores - BAE"
"","","","","","","","","","L - 58",""
"SAK-COM-SET-MBR-M","Co-Ords Abaya Sets","Size",700.0,"nreo8220q8","0343784977","CODE-39","Size","","Mocha Brown","Stores - BAE"
"","","","","","","","","","M - 56",""
"SAK-COM-SET-CAM-M","Co-Ords Abaya Sets","Size",700.0,"nrf4of8ptv","0343780177","CODE-39","Size","","Camel","Stores - BAE"
"","","","","","","","","","M - 56",""
"SAK-COM-SET-BOR-M","Co-Ords Abaya Sets","Size",700.0,"nrgnot1nr9","0343787777","CODE-39","Size","","Burnt Orange","Stores - BAE"
"","","","","","","","","","M - 56",""
"SAK-COM-SET-MBR-S","Co-Ords Abaya Sets","Size",700.0,"nrdrn5seuv","0343784983","CODE-39","Size","","Mocha Brown","Stores - BAE"
"","","","","","","","","","S - 54",""
"SAK-COM-SET-CAM-S","Co-Ords Abaya Sets","Size",700.0,"nrfd0hnks5","0343780183","CODE-39","Size","","Camel","Stores - BAE"
"","","","","","","","","","S - 54",""
"SAK-COM-SET-BOR-S","Co-Ords Abaya Sets","Size",700.0,"nrgs5c42bm","0343787783","CODE-39","Size","","Burnt Orange","Stores - BAE"
"","","","","","","","","","S - 54",""
"SAK-COM-SET-MBR-XS","Co-Ords Abaya Sets","Size",700.0,"nr2mmardkk","0343784937","CODE-39","Size","","Mocha Brown","Stores - BAE"
"","","","","","","","","","XS - 52",""
"SAK-COM-SET-CAM-XS","Co-Ords Abaya Sets","Size",700.0,"nr4b52actf","0343780137","CODE-39","Size","","Camel","Stores - BAE"
"","","","","","","","","","XS - 52",""
"SAK-COM-SET-BOR-XS","Co-Ords Abaya Sets","Size",700.0,"nr5jl1c8b0","0343787737","CODE-39","Size","","Burnt Orange","Stores - BAE"
"","","","","","","","","","XS - 52",""
"SAK-COM-SET","Co-Ords Abaya Sets","Size",700.0,"o6j7k6plqs","034378","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"MAI-COM-SET-RUS-XL","Bayt Affordables","Size",700.0,"nr7p0gtd20","8343781816","CODE-39","Size","","Rust","Stores - BAE"
"","","","","","","","","","XL - 60",""
"MAI-COM-SET-RUS-L","Bayt Affordables","Size",700.0,"nrjd48s7du","8343781876","CODE-39","Size","","Rust","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAI-COM-SET-RUS-M","Bayt Affordables","Size",700.0,"nricv08esm","8343781877","CODE-39","Size","","Rust","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAI-COM-SET-RUS-S","Bayt Affordables","Size",700.0,"nricepp91j","8343781883","CODE-39","Size","","Rust","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAI-COM-SET-RUS-XS","Bayt Affordables","Size",700.0,"nr6nnl4si0","8343781837","CODE-39","Size","","Rust","Stores - BAE"
"","","","","","","","","","XS - 52",""
"MAI-COM-SET-MUA-XL","Bayt Affordables","Size",700.0,"nr88gbk8lv","8343788716","CODE-39","Size","","Muave","Stores - BAE"
"","","","","","","","","","XL - 60",""
"MAI-COM-SET-MUA-L","Bayt Affordables","Size",700.0,"nrkf0tl89t","8343788776","CODE-39","Size","","Muave","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAI-COM-SET-MUA-M","Bayt Affordables","Size",700.0,"nrku5pfi80","8343788777","CODE-39","Size","","Muave","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAI-COM-SET-MUA-S","Bayt Affordables","Size",700.0,"nrj28qrmbp","8343788783","CODE-39","Size","","Muave","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAI-COM-SET-MUA-XS","Bayt Affordables","Size",700.0,"nr7ug51dsb","8343788737","CODE-39","Size","","Muave","Stores - BAE"
"","","","","","","","","","XS - 52",""
"MAI-COM-SET-CPK-XL","Bayt Affordables","Size",700.0,"nr9k2cdlu7","8343783216","CODE-39","Size","","Cherise Pink","Stores - BAE"
"","","","","","","","","","XL - 60",""
"MAI-COM-SET-CPK-L","Bayt Affordables","Size",700.0,"nrnnmjcd8u","8343783276","CODE-39","Size","","Cherise Pink","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAI-COM-SET-CPK-M","Bayt Affordables","Size",700.0,"nrmk314de6","8343783277","CODE-39","Size","","Cherise Pink","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAI-COM-SET-CPK-S","Bayt Affordables","Size",700.0,"nrl37a5hpl","8343783283","CODE-39","Size","","Cherise Pink","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAI-COM-SET-CPK-XS","Bayt Affordables","Size",700.0,"nr84ufbs40","8343783237","CODE-39","Size","","Cherise Pink","Stores - BAE"
"","","","","","","","","","XS - 52",""
"MAI-COM-SET","Bayt Affordables","Size",700.0,"o5g8tqbj6e","834378","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"IGR-ABA-SET-MUA-L","Glitz n Glam Abayas","Size",1150.0,"nsd1m4gef2","6018788776","CODE-39","Size","","Muave","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"IGR-ABA-SET-GOL-L","Glitz n Glam Abayas","Size",1150.0,"nsforovvin","6018784076","CODE-39","Size","","Gold","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"IGR-ABA-SET-WHT-L","Glitz n Glam Abayas","Size",1150.0,"nscqp52cfh","6018789176","CODE-39","Size","","White","Durban Store - BAE"
"","","","","","","","","","L - 58",""
"IGR-ABA-SET-MUA-M","Glitz n Glam Abayas","Size",1150.0,"nsdlr8g0o0","6018788777","CODE-39","Size","","Muave","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"IGR-ABA-SET-GOL-M","Glitz n Glam Abayas","Size",1150.0,"nseruhv2m5","6018784077","CODE-39","Size","","Gold","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"IGR-ABA-SET-WHT-M","Glitz n Glam Abayas","Size",1150.0,"nsbcid05t6","6018789177","CODE-39","Size","","White","Durban Store - BAE"
"","","","","","","","","","M - 56",""
"IGR-ABA-SET-MUA-S","Glitz n Glam Abayas","Size",1150.0,"nscf6li1ak","6018788783","CODE-39","Size","","Muave","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"IGR-ABA-SET-GOL-S","Glitz n Glam Abayas","Size",1150.0,"nse2oc9p7j","6018784083","CODE-39","Size","","Gold","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"IGR-ABA-SET-WHT-S","Glitz n Glam Abayas","Size",1150.0,"nsbrin9l8g","6018789183","CODE-39","Size","","White","Durban Store - BAE"
"","","","","","","","","","S - 54",""
"IGR-ABA-SET-MUA-XS","Glitz n Glam Abayas","Size",1150.0,"nsao94uj9m","6018788737","CODE-39","Size","","Muave","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"IGR-ABA-SET-GOL-XS","Glitz n Glam Abayas","Size",1150.0,"nsa6dgmreo","6018784037","CODE-39","Size","","Gold","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"IGR-ABA-SET-WHT-XS","Glitz n Glam Abayas","Size",1150.0,"ns91gskfs7","6018789137","CODE-39","Size","","White","Durban Store - BAE"
"","","","","","","","","","XS - 52",""
"IGR-ABA-SET","Glitz n Glam Abayas","Size",1150.0,"","","","","","","Stores - BAE"
"","","","","","","","","","",""
"AZI-ABA-SIN-STG-L","Bayt Affordables","Size",850.0,"mnb6a0viee","4618483276","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","L - 58",""
"AZI-ABA-SIN-MGR-L","Bayt Affordables","Size",850.0,"mnd3c2h6hf","4618486476","CODE-39","Size","","Mint Green","Stores - BAE"
"","","","","","","","","","L - 58",""
"AZI-ABA-SIN-GON-L","Bayt Affordables","Size",850.0,"mnftjgnd5v","4618485476","CODE-39","Size","","Golden Nude","Stores - BAE"
"","","","","","","","","","L - 58",""
"AZI-ABA-SIN-STG-M","Bayt Affordables","Size",850.0,"mnbpagat6q","4618483277","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","M - 56",""
"AZI-ABA-SIN-MGR-M","Bayt Affordables","Size",850.0,"mndti1g236","4618486477","CODE-39","Size","","Mint Green","Stores - BAE"
"","","","","","","","","","M - 56",""
"AZI-ABA-SIN-GON-M","Bayt Affordables","Size",850.0,"mneer01pt0","4618485477","CODE-39","Size","","Golden Nude","Stores - BAE"
"","","","","","","","","","M - 56",""
"AZI-ABA-SIN-STG-S","Bayt Affordables","Size",850.0,"mna2t0gh1o","4618483283","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","S - 54",""
"AZI-ABA-SIN-MGR-S","Bayt Affordables","Size",850.0,"mncqi4hvau","4618486483","CODE-39","Size","","Mint Green","Stores - BAE"
"","","","","","","","","","S - 54",""
"AZI-ABA-SIN-GON-S","Bayt Affordables","Size",850.0,"mnemsnu05l","4618485483","CODE-39","Size","","Golden Nude","Stores - BAE"
"","","","","","","","","","S - 54",""
"AZI-ABA-SIN-STG-XS","Bayt Affordables","Size",850.0,"mn9gl32nee","4618483237","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","XS - 52",""
"AZI-ABA-SIN-MGR-XS","Bayt Affordables","Size",850.0,"mn97erq6sk","4618486437","CODE-39","Size","","Mint Green","Stores - BAE"
"","","","","","","","","","XS - 52",""
"AZI-ABA-SIN-GON-XS","Bayt Affordables","Size",850.0,"mnajqkrr0s","4618485437","CODE-39","Size","","Golden Nude","Stores - BAE"
"","","","","","","","","","XS - 52",""
"AZI-ABA-SIN-STG-XXS","Bayt Affordables","Size",850.0,"mn70uhet0j","4618483233","CODE-39","Size","","Steel Grey","Stores - BAE"
"","","","","","","","","","XXS - 50",""
"AZI-ABA-SIN-MGR-XXS","Bayt Affordables","Size",850.0,"mn740du07k","4618486433","CODE-39","Size","","Mint Green","Stores - BAE"
"","","","","","","","","","XXS - 50",""
"AZI-ABA-SIN-GON-XXS","Bayt Affordables","Size",850.0,"mn8jkf9v7g","4618485433","CODE-39","Size","","Golden Nude","Stores - BAE"
"","","","","","","","","","XXS - 50",""
"AZI-ABA-SIN","Bayt Affordables","Size",850.0,"","","","","","","Stores - BAE"
"","","","","","","","","","",""
"INA-DAB-SIN-SHS-XL","Dresses","Size",600.0,"msm3s8ln7h","6225488016","CODE-39","Size","","Shimmer Silver","Stores - BAE"
"","","","","","","","","","XL - 60",""
"INA-DAB-SIN-SHP-XL","Dresses","Size",600.0,"mso0diaqt6","6225485916","CODE-39","Size","","Shimmer Pink","Stores - BAE"
"","","","","","","","","","XL - 60",""
"INA-DAB-SIN-SHG-XL","Dresses","Size",600.0,"mss5piree4","6225489616","CODE-39","Size","","Shimmer Gold","Stores - BAE"
"","","","","","","","","","XL - 60",""
"INA-DAB-SIN-SHS-L","Dresses","Size",600.0,"msn41q2bvb","6225488076","CODE-39","Size","","Shimmer Silver","Stores - BAE"
"","","","","","","","","","L - 58",""
"INA-DAB-SIN-SHP-L","Dresses","Size",600.0,"msq4rl4l6m","6225485976","CODE-39","Size","","Shimmer Pink","Stores - BAE"
"","","","","","","","","","L - 58",""
"INA-DAB-SIN-SHG-L","Dresses","Size",600.0,"mstafvp57u","6225489676","CODE-39","Size","","Shimmer Gold","Stores - BAE"
"","","","","","","","","","L - 58",""
"INA-DAB-SIN-SHS-M","Dresses","Size",600.0,"msnh5km2h4","6225488077","CODE-39","Size","","Shimmer Silver","Stores - BAE"
"","","","","","","","","","M - 56",""
"INA-DAB-SIN-SHP-M","Dresses","Size",600.0,"msp9g8640o","6225485977","CODE-39","Size","","Shimmer Pink","Stores - BAE"
"","","","","","","","","","M - 56",""
"INA-DAB-SIN-SHG-M","Dresses","Size",600.0,"mst1a048oh","6225489677","CODE-39","Size","","Shimmer Gold","Stores - BAE"
"","","","","","","","","","M - 56",""
"INA-DAB-SIN-SHS-S","Dresses","Size",600.0,"msmen1c2le","6225488083","CODE-39","Size","","Shimmer Silver","Stores - BAE"
"","","","","","","","","","S - 54",""
"INA-DAB-SIN-SHP-S","Dresses","Size",600.0,"mspb7o1djk","6225485983","CODE-39","Size","","Shimmer Pink","Stores - BAE"
"","","","","","","","","","S - 54",""
"INA-DAB-SIN-SHG-S","Dresses","Size",600.0,"mss0kv4729","6225489683","CODE-39","Size","","Shimmer Gold","Stores - BAE"
"","","","","","","","","","S - 54",""
"INA-DAB-SIN-SHS-XS","Dresses","Size",600.0,"msl3br2auj","6225488037","CODE-39","Size","","Shimmer Silver","Stores - BAE"
"","","","","","","","","","XS - 52",""
"INA-DAB-SIN-SHP-XS","Dresses","Size",600.0,"mso9d6i808","6225485937","CODE-39","Size","","Shimmer Pink","Stores - BAE"
"","","","","","","","","","XS - 52",""
"INA-DAB-SIN-SHG-XS","Dresses","Size",600.0,"msrqnabq64","6225489637","CODE-39","Size","","Shimmer Gold","Stores - BAE"
"","","","","","","","","","XS - 52",""
"INA-DAB-SIN","Dresses","Size",600.0,"msuklp0o1r","622548","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"LAM-CAS-SET-TEA-XL","Co-Ords Abaya Sets","Size",850.0,"ns1mm0uiq1","1043784616","CODE-39","Size","","Teal","Stores - BAE"
"","","","","","","","","","XL - 60",""
"LAM-CAS-SET-TEA-L","Co-Ords Abaya Sets","Size",850.0,"ns5pqe30tc","1043784676","CODE-39","Size","","Teal","Stores - BAE"
"","","","","","","","","","L - 58",""
"LAM-CAS-SET-TEA-M","Co-Ords Abaya Sets","Size",850.0,"ns5qq9ssvg","1043784677","CODE-39","Size","","Teal","Stores - BAE"
"","","","","","","","","","M - 56",""
"LAM-CAS-SET-TEA-S","Co-Ords Abaya Sets","Size",850.0,"ns48lp014p","1043784683","CODE-39","Size","","Teal","Stores - BAE"
"","","","","","","","","","S - 54",""
"LAM-CAS-SET-TEA-XS","Co-Ords Abaya Sets","Size",850.0,"ns1ljsvkrb","1043784637","CODE-39","Size","","Teal","Stores - BAE"
"","","","","","","","","","XS - 52",""
"LAM-CAS-SET-GRE-XL","Co-Ords Abaya Sets","Size",850.0,"ns2klpap86","1043780016","CODE-39","Size","","Green","Stores - BAE"
"","","","","","","","","","XL - 60",""
"LAM-CAS-SET-GRE-L","Co-Ords Abaya Sets","Size",850.0,"ns7799klad","1043780076","CODE-39","Size","","Green","Stores - BAE"
"","","","","","","","","","L - 58",""
"LAM-CAS-SET-GRE-M","Co-Ords Abaya Sets","Size",850.0,"ns6pnb3q7m","1043780077","CODE-39","Size","","Green","Stores - BAE"
"","","","","","","","","","M - 56",""
"LAM-CAS-SET-GRE-S","Co-Ords Abaya Sets","Size",850.0,"ns63fmgmdl","1043780083","CODE-39","Size","","Green","Stores - BAE"
"","","","","","","","","","S - 54",""
"LAM-CAS-SET-GRE-XS","Co-Ords Abaya Sets","Size",850.0,"ns20vu4ra2","1043780037","CODE-39","Size","","Green","Stores - BAE"
"","","","","","","","","","XS - 52",""
"LAM-CAS-SET-BLU-XL","Co-Ords Abaya Sets","Size",850.0,"ns3ft0lsme","1043788916","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","XL - 60",""
"LAM-CAS-SET-BLU-L","Co-Ords Abaya Sets","Size",850.0,"ns9o4kper4","1043788976","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","L - 58",""
"LAM-CAS-SET-BLU-M","Co-Ords Abaya Sets","Size",850.0,"ns8j27ttao","1043788977","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","M - 56",""
"LAM-CAS-SET-BLU-S","Co-Ords Abaya Sets","Size",850.0,"ns8aoi94t3","1043788983","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","S - 54",""
"LAM-CAS-SET-BLU-XS","Co-Ords Abaya Sets","Size",850.0,"ns3i3tiprr","1043788937","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","XS - 52",""
"LAM-CAS-SET","Co-Ords Abaya Sets","Size",850.0,"o4qr5s5ub7","104378","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"NOU-DRE-SIN-SIL-L","Dresses","Size",750.0,"mqpdq7fpae","1097483476","CODE-39","Size","","Silver","Stores - BAE"
"","","","","","","","","","L - 58",""
"NOU-DRE-SIN-BLU-L","Dresses","Size",750.0,"mqulrjh1ir","1097488976","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","L - 58",""
"NOU-DRE-SIN-PNK-L","Dresses","Size",750.0,"mqojacbedi","1097483976","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","L - 58",""
"NOU-DRE-SIN-SIL-M","Dresses","Size",750.0,"mqq8ap7lrr","1097483477","CODE-39","Size","","Silver","Stores - BAE"
"","","","","","","","","","M - 56",""
"NOU-DRE-SIN-BLU-M","Dresses","Size",750.0,"mqt0lq1rpm","1097488977","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","M - 56",""
"NOU-DRE-SIN-PNK-M","Dresses","Size",750.0,"mqorcejkjc","1097483977","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","M - 56",""
"NOU-DRE-SIN-SIL-S","Dresses","Size",750.0,"mqq37h0evl","1097483483","CODE-39","Size","","Silver","Stores - BAE"
"","","","","","","","","","S - 54",""
"NOU-DRE-SIN-BLU-S","Dresses","Size",750.0,"mqsgbu2foo","1097488983","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","S - 54",""
