"Item Code","Item Group","Default Unit of Measure","Standard Selling Rate","ID (Barcodes)","Barcode (Barcodes)","Barcode Type (Barcodes)","UOM (Barcodes)","Colour (Variant Attributes)","Attribute Value (Variant Attributes)","Default Warehouse (Item Defaults)"
"","","","","","","","","","S - 54",""
"ALL-ABA-SIN-AQM-S","Exclusive Abayas","Size",1750.0,"nuppjq9g1p","2518484783","CODE-39","Size","","Aqua Mist","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALL-ABA-SIN-BLU-XS","Exclusive Abayas","Size",1750.0,"nuf8u5pvq1","2518488937","CODE-39","Size","","Blue","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALL-ABA-SIN-CAR-XS","Exclusive Abayas","Size",1750.0,"nuefkv2rkr","2518483637","CODE-39","Size","","Caramel","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALL-ABA-SIN-STO-XS","Exclusive Abayas","Size",1750.0,"nucui8bqks","2518488837","CODE-39","Size","","Stone","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALL-ABA-SIN-AQM-XS","Exclusive Abayas","Size",1750.0,"nug43ue4ph","2518484737","CODE-39","Size","","Aqua Mist","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALL-ABA-SIN","Exclusive Abayas","Size",1750.0,"o2bj9832rf","251848","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ALJ-ABA-MUL-SAC-XL","Bayt Affordables","Size",650.0,"nqm264k0qo","1118644716","CODE-39","Size","","Salted Caramel","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALJ-ABA-MUL-OCB-XL","Bayt Affordables","Size",650.0,"nqn5am2141","1118644216","CODE-39","Size","","Ocean Blue","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALJ-ABA-MUL-BLK-XL","Bayt Affordables","Size",650.0,"nqodu3bh09","1118641916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ALJ-ABA-MUL-SAC-L","Bayt Affordables","Size",650.0,"nqvjmn31sv","1118644776","CODE-39","Size","","Salted Caramel","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALJ-ABA-MUL-OCB-L","Bayt Affordables","Size",650.0,"nr0nn41slb","1118644276","CODE-39","Size","","Ocean Blue","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALJ-ABA-MUL-BLK-L","Bayt Affordables","Size",650.0,"nr2nu7mdj4","1118641976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"ALJ-ABA-MUL-SAC-M","Bayt Affordables","Size",650.0,"nquhvjv1bf","1118644777","CODE-39","Size","","Salted Caramel","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALJ-ABA-MUL-OCB-M","Bayt Affordables","Size",650.0,"nr09uua0r5","1118644277","CODE-39","Size","","Ocean Blue","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALJ-ABA-MUL-BLK-M","Bayt Affordables","Size",650.0,"nr130lljs8","1118641977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"ALJ-ABA-MUL-SAC-S","Bayt Affordables","Size",650.0,"nquotev7pt","1118644783","CODE-39","Size","","Salted Caramel","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALJ-ABA-MUL-OCB-S","Bayt Affordables","Size",650.0,"nqve0c8blm","1118644283","CODE-39","Size","","Ocean Blue","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALJ-ABA-MUL-BLK-S","Bayt Affordables","Size",650.0,"nr1cm8ehdn","1118641983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"ALJ-ABA-MUL-SAC-XS","Bayt Affordables","Size",650.0,"nqmg0jic21","1118644737","CODE-39","Size","","Salted Caramel","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALJ-ABA-MUL-OCB-XS","Bayt Affordables","Size",650.0,"nqnbtlbmmp","1118644237","CODE-39","Size","","Ocean Blue","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALJ-ABA-MUL-BLK-XS","Bayt Affordables","Size",650.0,"nqolntsnpm","1118641937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ALJ-ABA-MUL","Bayt Affordables","Size",650.0,"o1ousov6ap","111864","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"ZEE-SET-MUL-BDO-XL","Casual Throws","Size",700.0,"n0vejne5vs","8078642316","CODE-39","Size","","Black & Deep Orange","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ZEE-SET-MUL-BLY-XL","Casual Throws","Size",700.0,"n0uq84qdvm","8078641716","CODE-39","Size","","Black & Yellow","Stores - BAE"
"","","","","","","","","","XL - 60",""
"ZEE-SET-MUL-BDO-L","Casual Throws","Size",700.0,"n13cbhl3nh","8078642376","CODE-39","Size","","Black & Deep Orange","Stores - BAE"
"","","","","","","","","","L - 58",""
"ZEE-SET-MUL-BLY-L","Casual Throws","Size",700.0,"n11er2stki","8078641776","CODE-39","Size","","Black & Yellow","Stores - BAE"
"","","","","","","","","","L - 58",""
"ZEE-SET-MUL-BDO-M","Casual Throws","Size",700.0,"n12kj3a6c6","8078642377","CODE-39","Size","","Black & Deep Orange","Stores - BAE"
"","","","","","","","","","M - 56",""
"ZEE-SET-MUL-BLY-M","Casual Throws","Size",700.0,"n10sp1ut7t","8078641777","CODE-39","Size","","Black & Yellow","Stores - BAE"
"","","","","","","","","","M - 56",""
"ZEE-SET-MUL-BDO-S","Casual Throws","Size",700.0,"n125948gmq","8078642383","CODE-39","Size","","Black & Deep Orange","Stores - BAE"
"","","","","","","","","","S - 54",""
"ZEE-SET-MUL-BLY-S","Casual Throws","Size",700.0,"n1073lp253","8078641783","CODE-39","Size","","Black & Yellow","Stores - BAE"
"","","","","","","","","","S - 54",""
"ZEE-SET-MUL-BDO-XS","Casual Throws","Size",700.0,"n0ucd3fhsk","8078642337","CODE-39","Size","","Black & Deep Orange","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ZEE-SET-MUL-BLY-XS","Casual Throws","Size",700.0,"n0tlmb72j7","8078641737","CODE-39","Size","","Black & Yellow","Stores - BAE"
"","","","","","","","","","XS - 52",""
"ZEE-SET-MUL","Casual Throws","Size",700.0,"n149opl6lu","807864","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
"INA-ABA-DRE-ALM-XL","Dresses","Size",600.0,"mtkhtsqq2h","6218973216","CODE-39","Size","","Almond","Stores - BAE"
"","","","","","","","","","XL - 60",""
"INA-ABA-DRE-PIS-XL","Dresses","Size",600.0,"mtf8uafnj0","6218978016","CODE-39","Size","","Pistachio","Stores - BAE"
"","","","","","","","","","XL - 60",""
"INA-ABA-DRE-BLK-XL","Dresses","Size",600.0,"mth7kll2qr","6218971916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"INA-ABA-DRE-ALM-L","Dresses","Size",600.0,"mtk65nj0cq","6218973276","CODE-39","Size","","Almond","Stores - BAE"
"","","","","","","","","","L - 58",""
"INA-ABA-DRE-PIS-L","Dresses","Size",600.0,"mtg8vdm3uq","6218978076","CODE-39","Size","","Pistachio","Stores - BAE"
"","","","","","","","","","L - 58",""
"INA-ABA-DRE-BLK-L","Dresses","Size",600.0,"mtja9lnpd0","6218971976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"INA-ABA-DRE-ALM-M","Dresses","Size",600.0,"","","","","","Almond","Stores - BAE"
"","","","","","","","","","M - 56",""
"INA-ABA-DRE-PIS-M","Dresses","Size",600.0,"mtfje2g79f","6218978077","CODE-39","Size","","Pistachio","Stores - BAE"
"","","","","","","","","","M - 56",""
"INA-ABA-DRE-BLK-M","Dresses","Size",600.0,"mti0tlafoj","6218971977","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"INA-ABA-DRE-ALM-S","Dresses","Size",600.0,"","","","","","Almond","Stores - BAE"
"","","","","","","","","","S - 54",""
"INA-ABA-DRE-PIS-S","Dresses","Size",600.0,"mtfrntgt16","6218978083","CODE-39","Size","","Pistachio","Stores - BAE"
"","","","","","","","","","S - 54",""
"INA-ABA-DRE-BLK-S","Dresses","Size",600.0,"mth2ri60g6","6218971983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"INA-ABA-DRE-ALM-XS","Dresses","Size",600.0,"mtjco7jqi1","6218973237","CODE-39","Size","","Almond","Stores - BAE"
"","","","","","","","","","XS - 52",""
"INA-ABA-DRE-PIS-XS","Dresses","Size",600.0,"mtea9v7r7q","6218978037","CODE-39","Size","","Pistachio","Stores - BAE"
"","","","","","","","","","XS - 52",""
"INA-ABA-DRE-BLK-XS","Dresses","Size",600.0,"mtghqsf61b","6218971937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"INA-ABA-DRE","Dresses","Size",600.0,"","","","","","","Stores - BAE"
"","","","","","","","","","",""
"MAH-ABA-SET-BLK-XL","Glitz n Glam Abayas","Size",950.0,"mkde7f1afb","7618781916","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XL - 60",""
"MAH-ABA-SET-BLK-L","Glitz n Glam Abayas","Size",950.0,"mkfkue7od0","7618781976","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAH-ABA-SET-BLK-M","Glitz n Glam Abayas","Size",950.0,"gsfobelect","MAHABASETBLKM","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAH-ABA-SET-BLK-S","Glitz n Glam Abayas","Size",950.0,"mke4m9qprb","7618781983","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAH-ABA-SET-BLK-XS","Glitz n Glam Abayas","Size",950.0,"mkc9urhisj","7618781937","CODE-39","Size","","Black","Stores - BAE"
"","","","","","","","","","XS - 52",""
"MAH-ABA-SET-EMG-XL","Glitz n Glam Abayas","Size",950.0,"mkmbr6qs1j","7618789716","CODE-39","Size","","Emerald Green","Stores - BAE"
"","","","","","","","","","XL - 60",""
"MAH-ABA-SET-EMG-L","Glitz n Glam Abayas","Size",950.0,"mknccem79o","7618789776","CODE-39","Size","","Emerald Green","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAH-ABA-SET-EMG-M","Glitz n Glam Abayas","Size",950.0,"mkn0lmbj55","7618789777","CODE-39","Size","","Emerald Green","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAH-ABA-SET-EMG-S","Glitz n Glam Abayas","Size",950.0,"mkm48jd0me","7618789783","CODE-39","Size","","Emerald Green","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAH-ABA-SET-EMG-XS","Glitz n Glam Abayas","Size",950.0,"mklg4vc1jd","7618789737","CODE-39","Size","","Emerald Green","Stores - BAE"
"","","","","","","","","","XS - 52",""
"MAH-ABA-SET-LAI-XL","Glitz n Glam Abayas","Size",950.0,"mkjro19csf","7618788216","CODE-39","Size","","Lialac","Stores - BAE"
"","","","","","","","","","XL - 60",""
"MAH-ABA-SET-LAI-L","Glitz n Glam Abayas","Size",950.0,"mklmctgteu","7618788276","CODE-39","Size","","Lialac","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAH-ABA-SET-LAI-M","Glitz n Glam Abayas","Size",950.0,"mkkosatt59","7618788277","CODE-39","Size","","Lialac","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAH-ABA-SET-LAI-S","Glitz n Glam Abayas","Size",950.0,"mkjdqo3thi","7618788283","CODE-39","Size","","Lialac","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAH-ABA-SET-LAI-XS","Glitz n Glam Abayas","Size",950.0,"mkivdvp929","7618788237","CODE-39","Size","","Lialac","Stores - BAE"
"","","","","","","","","","XS - 52",""
"MAH-ABA-SET-PNK-XL","Glitz n Glam Abayas","Size",950.0,"mkgh8ffbld","7618783916","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","XL - 60",""
"MAH-ABA-SET-PNK-L","Glitz n Glam Abayas","Size",950.0,"mkigvlb1mf","7618783976","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","L - 58",""
"MAH-ABA-SET-PNK-M","Glitz n Glam Abayas","Size",950.0,"mkhouefapq","7618783977","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","M - 56",""
"MAH-ABA-SET-PNK-S","Glitz n Glam Abayas","Size",950.0,"mkg6uhasst","7618783983","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","S - 54",""
"MAH-ABA-SET-PNK-XS","Glitz n Glam Abayas","Size",950.0,"mkfj8un8vc","7618783937","CODE-39","Size","","Pink","Stores - BAE"
"","","","","","","","","","XS - 52",""
"MAH-ABA-SET","Glitz n Glam Abayas","Size",950.0,"mkoqr5ecr7","761878","CODE-39","Size","","","Stores - BAE"
"","","","","","","","","","",""
