"Bulk Edit Items"
"Barcode","Has Item Scanned","Item Code","Item Name","Item Group","Warehouse","Quantity","Valuation Rate","Amount","Allow Zero Valuation Rate","Use Serial No / Batch Fields","Reconcile All Serial Nos / Batches","Serial / Batch Bundle","Current Serial / Batch Bundle","Serial No","Batch No","Current Qty","Current Amount","Current Valuation Rate","Current Serial No","Quantity Difference","Amount Difference"
"barcode","has_item_scanned","item_code","item_name","item_group","warehouse","qty","valuation_rate","amount","allow_zero_valuation_rate","use_serial_batch_fields","reconcile_all_serial_batch","serial_and_batch_bundle","current_serial_and_batch_bundle","serial_no","batch_no","current_qty","current_amount","current_valuation_rate","current_serial_no","quantity_difference","amount_difference"
" "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"The CSV format is case sensitive"
"Do not edit headers which are preset in the template"
"","","HAN-ABA-SIN-BLK-M","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE",1,1500,"","",1,"","","","","",1,"",1500,"","",""
"","","HAN-ABA-SIN-BLK-S","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE",1,1500,"","",1,"","","","","",1,"",1500,"","",""
"","","HAN-ABA-SIN-BLK-XL","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE",1,1500,"","",1,"","","","","",1,"",1500,"","",""
"","","HAN-ABA-SIN-BLK-XS","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","HAN-ABA-SIN-BLK-XXL","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","HAN-ABA-SIN-CRE-L","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE",1,1500,"","",1,"","","","","",1,"",1500,"","",""
"","","HAN-ABA-SIN-CRE-M","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","HAN-ABA-SIN-CRE-S","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE",1,1500,"","",1,"","","","","",1,"",1500,"","",""
"","","HAN-ABA-SIN-CRE-XL","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE",1,1500,"","",1,"","","","","",1,"",1500,"","",""
"","","HAN-ABA-SIN-CRE-XS","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","HAN-ABA-SIN-CRE-XXL","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","HAN-ABA-SIN-GRA-L","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE",1,1500,"","",1,"","","","","",1,"",1500,"","",""
"","","HAN-ABA-SIN-GRA-M","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","HAN-ABA-SIN-GRA-S","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE",1,1500,"","",1,"","","","","",1,"",1500,"","",""
"","","HAN-ABA-SIN-GRA-XL","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","HAN-ABA-SIN-GRA-XS","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE",2,1500,"","",1,"","","","","",2,"",1500,"","",""
"","","HAN-ABA-SIN-GRA-XXL","Hansa Balloon Sleeve Abaya","Webstore-Items","Durban Store - BAE","",1500,"","",1,"","","","","","","",1500,"","",""
"","","HAN-JAC-SIN-STA-L","Haneen Jacket Style - Hijab not included -STA-L","Webstore-Items","Durban Store - BAE",1,1895,"","",1,"","","","","",1,"",1895,"","",""
"","","HAN-JAC-SIN-STA-M","Haneen Jacket Style - Hijab not included -STA-M","Webstore-Items","Durban Store - BAE",2,1895,"","",1,"","","","","",2,"",1895,"","",""
"","","HAN-JAC-SIN-STA-S","Haneen Jacket Style","Webstore-Items","Durban Store - BAE",2,1895,"","",1,"","","","","",2,"",1895,"","",""
"","","HAS-ABA-SIN-EMG-S","Hasna Abaya-EMG-S","Webstore-Items","Durban Store - BAE",1,1250,"","",1,"","","","","",1,"",1250,"","",""
"","","HEL-ABA-SET-FOG-FET","Helo Teen Abaya Set-FOG-FET","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","HEL-ABA-SET-FOG-XXS","Helo Teen Abaya Set-FOG-XXS","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","HEL-ABA-SET-ROB-S","Helo Teen Abaya Set-ROB-S","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","HEL-ABA-SET-ROB-XS","Helo Teen Abaya Set-ROB-XS","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","HEL-ABA-SET-ROB-XXS","Helo Teen Abaya Set-ROB-XXS","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","HEL-ABA-SET-SEG-XS","Helo Teen Abaya Set-SEG-XS","Webstore-Items","Durban Store - BAE",2,850,"","",1,"","","","","",2,"",850,"","",""
"","","HEL-ABA-SET-SEG-XXS","Helo Teen Abaya Set-SEG-XXS","Webstore-Items","Durban Store - BAE",2,850,"","",1,"","","","","",2,"",850,"","",""
"","","HEN-PER-EYE-DBR-STD","Henna Eyebrows Dye-DBR-STD","Webstore-Items","Durban Store - BAE",10,70,"","",1,"","","","","",10,"",70,"","",""
"","","HEZ-ABA-SIN-MGB-L","Hezreen Abaya-MGB-L","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","HEZ-ABA-SIN-MGB-M","Hezreen Abaya-MGB-M","Webstore-Items","Durban Store - BAE","",1250,"","",1,"","","","","","","",1250,"","",""
"","","IGR-ABA-SET-GOL-L","Iqra Abaya Set","Webstore-Items","Durban Store - BAE",3,1150,"","",1,"","","","","",3,"",1150,"","",""
"","","IGR-ABA-SET-GOL-M","Iqra Abaya Set","Webstore-Items","Durban Store - BAE",2,1150,"","",1,"","","","","",2,"",1150,"","",""
"","","IGR-ABA-SET-GOL-S","Iqra Abaya Set","Webstore-Items","Durban Store - BAE",1,1150,"","",1,"","","","","",1,"",1150,"","",""
"","","IGR-ABA-SET-GOL-XS","Iqra Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","IGR-ABA-SET-MUA-L","Iqra Abaya Set","Webstore-Items","Durban Store - BAE",2,1150,"","",1,"","","","","",2,"",1150,"","",""
"","","IGR-ABA-SET-MUA-M","Iqra Abaya Set","Webstore-Items","Durban Store - BAE",1,1150,"","",1,"","","","","",1,"",1150,"","",""
"","","IGR-ABA-SET-MUA-S","Iqra Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","IGR-ABA-SET-MUA-XS","Iqra Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","IGR-ABA-SET-WHT-L","Iqra Abaya Set","Webstore-Items","Durban Store - BAE",3,1150,"","",1,"","","","","",3,"",1150,"","",""
"","","IGR-ABA-SET-WHT-M","Iqra Abaya Set","Webstore-Items","Durban Store - BAE",1,1150,"","",1,"","","","","",1,"",1150,"","",""
"","","IGR-ABA-SET-WHT-S","Iqra Abaya Set","Webstore-Items","Durban Store - BAE",2,1150,"","",1,"","","","","",2,"",1150,"","",""
"","","IGR-ABA-SET-WHT-XS","Iqra Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","INA-ABA-DRE-ALM-L","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-ABA-DRE-ALM-M","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE",5,600,"","",1,"","","","","",5,"",600,"","",""
"","","INA-ABA-DRE-ALM-S","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE",6,600,"","",1,"","","","","",6,"",600,"","",""
"","","INA-ABA-DRE-ALM-XL","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-ABA-DRE-ALM-XS","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-ABA-DRE-BLK-L","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-ABA-DRE-BLK-M","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-ABA-DRE-BLK-S","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-ABA-DRE-BLK-XL","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-ABA-DRE-BLK-XS","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-ABA-DRE-PIS-L","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE",1,600,"","",1,"","","","","",1,"",600,"","",""
"","","INA-ABA-DRE-PIS-M","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-ABA-DRE-PIS-S","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE",2,600,"","",1,"","","","","",2,"",600,"","",""
"","","INA-ABA-DRE-PIS-XL","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE",3,600,"","",1,"","","","","",3,"",600,"","",""
"","","INA-ABA-DRE-PIS-XS","Inaya Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-ABA-DRE-STG-M","Inaya Dress Abaya-STG-M","Webstore-Items","Durban Store - BAE",5,600,"","",1,"","","","","",5,"",600,"","",""
"","","INA-ABA-DRE-STG-S","Inaya Dress Abaya-STG-S","Webstore-Items","Durban Store - BAE",4,600,"","",1,"","","","","",4,"",600,"","",""
"","","INA-DAB-SIN-SHG-L","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-DAB-SIN-SHG-M","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-DAB-SIN-SHG-S","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE",1,600,"","",1,"","","","","",1,"",600,"","",""
"","","INA-DAB-SIN-SHG-XL","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-DAB-SIN-SHG-XS","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-DAB-SIN-SHP-L","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE",2,600,"","",1,"","","","","",2,"",600,"","",""
"","","INA-DAB-SIN-SHP-M","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-DAB-SIN-SHP-S","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-DAB-SIN-SHP-XL","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-DAB-SIN-SHP-XS","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-DAB-SIN-SHS-L","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE",2,600,"","",1,"","","","","",2,"",600,"","",""
"","","INA-DAB-SIN-SHS-M","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-DAB-SIN-SHS-S","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE",2,600,"","",1,"","","","","",2,"",600,"","",""
"","","INA-DAB-SIN-SHS-XL","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","INA-DAB-SIN-SHS-XS","Inaya Shimmer Dress Abaya","Webstore-Items","Durban Store - BAE","",600,"","",1,"","","","","","","",600,"","",""
"","","JAN-ABA-SET-STA-L","Jannina Khaleeji Abaya Set-STA-L","Webstore-Items","Durban Store - BAE",2,2200,"","",1,"","","","","",2,"",2200,"","",""
"","","JAN-ABA-SET-STA-M","Jannina Khaleeji Abaya Set-STA-M","Webstore-Items","Durban Store - BAE",1,2200,"","",1,"","","","","",1,"",2200,"","",""
"","","JAN-ABA-SET-STA-S","Jannina Khaleeji Abaya Set-STA-S","Webstore-Items","Durban Store - BAE",2,2200,"","",1,"","","","","",2,"",2200,"","",""
"","","JUM-BIS-SIN-FRE-STA","Jumeiraa Open Front Bisht","Webstore-Items","Durban Store - BAE",2,1750,"","",1,"","","","","",2,"",1750,"","",""
"","","LAM-CAS-SET-BLU-L","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","LAM-CAS-SET-BLU-M","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","LAM-CAS-SET-BLU-S","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","LAM-CAS-SET-BLU-XL","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","LAM-CAS-SET-BLU-XS","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","LAM-CAS-SET-GRE-L","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","LAM-CAS-SET-GRE-M","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","LAM-CAS-SET-GRE-S","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","LAM-CAS-SET-GRE-XL","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","LAM-CAS-SET-GRE-XS","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","LAM-CAS-SET-TEA-L","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE",1,850,"","",1,"","","","","",1,"",850,"","",""
"","","LAM-CAS-SET-TEA-M","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","LAM-CAS-SET-TEA-S","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","LAM-CAS-SET-TEA-XL","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","LAM-CAS-SET-TEA-XS","Lamia Casual 3 piece Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","LUB-FRO-SIN-PFB-L","Lubina Farasha-PFB-L","Webstore-Items","Durban Store - BAE",1,1250,"","",1,"","","","","",1,"",1250,"","",""
"","","LUB-FRO-SIN-PFB-M","Lubina Farasha-PFB-M","Webstore-Items","Durban Store - BAE",1,1250,"","",1,"","","","","",1,"",1250,"","",""
"","","LUB-FRO-SIN-PFB-XXL","Lubina Farasha-PFB-XXL","Webstore-Items","Durban Store - BAE",1,1250,"","",1,"","","","","",1,"",1250,"","",""
"","","MAG-SET-MUK-GGE-L","Magrebi Mukhawar Jalabiya","Webstore-Items","Durban Store - BAE",1,1750,"","",1,"","","","","",1,"",1750,"","",""
"","","MAG-SET-MUK-GGE-M","Magrebi Mukhawar Jalabiya","Webstore-Items","Durban Store - BAE",4,1750,"","",1,"","","","","",4,"",1750,"","",""
"","","MAG-SET-MUK-GGE-S","Magrebi Mukhawar Jalabiya","Webstore-Items","Durban Store - BAE",4,1750,"","",1,"","","","","",4,"",1750,"","",""
"","","MAH-ABA-SET-BLK-L","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-BLK-M","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-BLK-S","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-BLK-XL","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-BLK-XS","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-EMG-L","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-EMG-M","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-EMG-S","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-EMG-XL","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-EMG-XS","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-LAI-L","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-LAI-M","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-LAI-S","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-LAI-XL","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-LAI-XS","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-PNK-L","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-PNK-M","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-PNK-S","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-PNK-XL","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SET-PNK-XS","Mahra Abaya Set","Webstore-Items","Durban Store - BAE","",850,"","",1,"","","","","","","",850,"","",""
"","","MAH-ABA-SIN-BLK-L","Mahira Abaya ","Webstore-Items","Durban Store - BAE",1,1595,"","",1,"","","","","",1,"",1595,"","",""
"","","MAH-ABA-SIN-BLK-M","Mahira Abaya ","Webstore-Items","Durban Store - BAE","",1595,"","",1,"","","","","","","",1595,"","",""
"","","MAH-ABA-SIN-BLK-S","Mahira Abaya ","Webstore-Items","Durban Store - BAE",1,1595,"","",1,"","","","","",1,"",1595,"","",""
"","","MAH-ABA-SIN-BLK-XS","Mahira Abaya ","Webstore-Items","Durban Store - BAE","",1595,"","",1,"","","","","","","",1595,"","",""
"","","MAI-COM-SET-CPK-L","Maisara Set","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","MAI-COM-SET-CPK-M","Maisara Set","Webstore-Items","Durban Store - BAE",2,700,"","",1,"","","","","",2,"",700,"","",""
"","","MAI-COM-SET-CPK-S","Maisara Set","Webstore-Items","Durban Store - BAE",2,700,"","",1,"","","","","",2,"",700,"","",""
"","","MAI-COM-SET-CPK-XL","Maisara Set","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","MAI-COM-SET-CPK-XS","Maisara Set","Webstore-Items","Durban Store - BAE",1,700,"","",1,"","","","","",1,"",700,"","",""
"","","MAI-COM-SET-MUA-L","Maisara Set","Webstore-Items","Durban Store - BAE",2,700,"","",1,"","","","","",2,"",700,"","",""
"","","MAI-COM-SET-MUA-M","Maisara Set","Webstore-Items","Durban Store - BAE",2,700,"","",1,"","","","","",2,"",700,"","",""
"","","MAI-COM-SET-MUA-S","Maisara Set","Webstore-Items","Durban Store - BAE",3,700,"","",1,"","","","","",3,"",700,"","",""
"","","MAI-COM-SET-MUA-XL","Maisara Set","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","MAI-COM-SET-MUA-XS","Maisara Set","Webstore-Items","Durban Store - BAE",2,700,"","",1,"","","","","",2,"",700,"","",""
"","","MAI-COM-SET-RUS-L","Maisara Set","Webstore-Items","Durban Store - BAE",1,700,"","",1,"","","","","",1,"",700,"","",""
"","","MAI-COM-SET-RUS-M","Maisara Set","Webstore-Items","Durban Store - BAE",1,700,"","",1,"","","","","",1,"",700,"","",""
"","","MAI-COM-SET-RUS-S","Maisara Set","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","MAI-COM-SET-RUS-XL","Maisara Set","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","MAI-COM-SET-RUS-XS","Maisara Set","Webstore-Items","Durban Store - BAE","",700,"","",1,"","","","","","","",700,"","",""
"","","MAR-ABA-SIN-EMG-L","Mahnoor Zip Front Abaya","Webstore-Items","Durban Store - BAE",1,550,"","",1,"","","","","",1,"",550,"","",""
"","","MAR-ABA-SIN-EMG-M","Mahnoor Zip Front Abaya","Webstore-Items","Durban Store - BAE",1,550,"","",1,"","","","","",1,"",550,"","",""
"","","MAR-ABA-SIN-EMG-S","Mahnoor Zip Front Abaya","Webstore-Items","Durban Store - BAE",1,550,"","",1,"","","","","",1,"",550,"","",""
"","","MAR-ABA-SIN-LMG-L","Mahnoor Zip Front Abaya","Webstore-Items","Durban Store - BAE",1,550,"","",1,"","","","","",1,"",550,"","",""
"","","MAR-ABA-SIN-LMG-M","Mahnoor Zip Front Abaya","Webstore-Items","Durban Store - BAE",1,550,"","",1,"","","","","",1,"",550,"","",""
"","","MAR-ABA-SIN-LMG-S","Mahnoor Zip Front Abaya","Webstore-Items","Durban Store - BAE",1,550,"","",1,"","","","","",1,"",550,"","",""
"","","MAW-ABA-SIN-PNK-L","Mawada Abaya Set","Webstore-Items","Durban Store - BAE",3,1150,"","",1,"","","","","",3,"",1150,"","",""
"","","MAW-ABA-SIN-PNK-M","Mawada Abaya Set","Webstore-Items","Durban Store - BAE",1,1150,"","",1,"","","","","",1,"",1150,"","",""
"","","MAW-ABA-SIN-PNK-S","Mawada Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","MAW-ABA-SIN-PNK-XS","Mawada Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","MAW-ABA-SIN-PUR-L","Mawada Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","MAW-ABA-SIN-PUR-M","Mawada Abaya Set","Webstore-Items","Durban Store - BAE",1,1150,"","",1,"","","","","",1,"",1150,"","",""
"","","MAW-ABA-SIN-PUR-S","Mawada Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","MAW-ABA-SIN-PUR-XS","Mawada Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","MED-HIJ-SIN-BEI-MEA","Medina Crepe Hijab-BEI-MEA","Webstore-Items","Durban Store - BAE",1,220,"","",1,"","","","","",1,"",220,"","",""
"","","MEH-ABA-SIN-L-STA","Mehwish Abaya","Webstore-Items","Durban Store - BAE",2,1950,"","",1,"","","","","",2,"",1950,"","",""
"","","MEH-ABA-SIN-M-STA","Mehwish Abaya","Webstore-Items","Durban Store - BAE",3,1950,"","",1,"","","","","",3,"",1950,"","",""
"","","MEH-ABA-SIN-S-STA","Mehwish Abaya","Webstore-Items","Durban Store - BAE",3,1950,"","",1,"","","","","",3,"",1950,"","",""
"","","NAG-ABA-SIN-CHO-L","Naqiyya Abaya Set","Webstore-Items","Durban Store - BAE",2,1150,"","",1,"","","","","",2,"",1150,"","",""
"","","NAG-ABA-SIN-CHO-M","Naqiyya Abaya Set","Webstore-Items","Durban Store - BAE",1,1150,"","",1,"","","","","",1,"",1150,"","",""
"","","NAG-ABA-SIN-CHO-S","Naqiyya Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","NAG-ABA-SIN-CHO-XS","Naqiyya Abaya Set","Webstore-Items","Durban Store - BAE",1,1150,"","",1,"","","","","",1,"",1150,"","",""
"","","NAG-ABA-SIN-STG-L","Naqiyya Abaya Set","Webstore-Items","Durban Store - BAE",2,1150,"","",1,"","","","","",2,"",1150,"","",""
"","","NAG-ABA-SIN-STG-M","Naqiyya Abaya Set","Webstore-Items","Durban Store - BAE",1,1150,"","",1,"","","","","",1,"",1150,"","",""
"","","NAG-ABA-SIN-STG-S","Naqiyya Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","NAG-ABA-SIN-STG-XS","Naqiyya Abaya Set","Webstore-Items","Durban Store - BAE","",1150,"","",1,"","","","","","","",1150,"","",""
"","","NAW-ABA-SET-CRE-L","Nawara Abaya Set-CRE-L","Webstore-Items","Durban Store - BAE",2,650,"","",1,"","","","","",2,"",650,"","",""
"","","NAW-ABA-SET-CRE-M","Nawara Abaya Set-CRE-M","Webstore-Items","Durban Store - BAE",2,650,"","",1,"","","","","",2,"",650,"","",""
"","","NAW-ABA-SET-CRE-S","Nawara Abaya Set-CRE-S","Webstore-Items","Durban Store - BAE","",650,"","",1,"","","","","","","",650,"","",""
"","","NAW-ABA-SET-CRE-XL","Nawara Abaya Set-CRE-XL","Webstore-Items","Durban Store - BAE",2,650,"","",1,"","","","","",2,"",650,"","",""
"","","NAW-ABA-SET-CRE-XS","Nawara Abaya Set-CRE-XS","Webstore-Items","Durban Store - BAE",1,650,"","",1,"","","","","",1,"",650,"","",""
"","","NAW-ABA-SET-SAG-L","Nawara Abaya Set-SAG-L","Webstore-Items","Durban Store - BAE","",650,"","",1,"","","","","","","",650,"","",""
"","","NAW-ABA-SET-SAG-M","Nawara Abaya Set-SAG-M","Webstore-Items","Durban Store - BAE","",650,"","",1,"","","","","","","",650,"","",""
"","","NAW-ABA-SET-SAG-S","Nawara Abaya Set-SAG-S","Webstore-Items","Durban Store - BAE","",650,"","",1,"","","","","","","",650,"","",""
"","","NAW-ABA-SET-SAG-XL","Nawara Abaya Set-SAG-XL","Webstore-Items","Durban Store - BAE","",650,"","",1,"","","","","","","",650,"","",""
